date,country,age,sex,fatal,activity,type
November,,,M,Y,other activity,
November,,,M,N,swimming,
November,,,M,Y,vessel related,
November,,,M,Y,other activity,
November,SOUTH AFRICA,18.0,M,Y,swimming,Unprovoked
November,,,M,N,other activity,Provoked
November,,,M,Y,other activity,
October,,25.0,M,N,other activity,
September,,,,N,other activity,
September,,,M,N,swimming,
September,AUSTRALIA,24.0,M,N,Close to the water,Unprovoked
September,,,M,Y,other activity,
August,,,M,N,other activity,
July,,32.0,M,Y,other activity,
July,,20.0,M,N,other activity,Provoked
June,,,M,Y,other activity,
June,,,M,,other activity,
June,USA,,M,N,other activity,Unprovoked
June,,,M,N,other activity,Unprovoked
May,AUSTRALIA,,M,N,swimming,Unprovoked
April,,,,,other activity,
March,,,M,Y,other activity,
March,AUSTRALIA,18.0,M,,other activity,
January,AUSTRALIA,,,N,other activity,
January,AUSTRALIA,28.0,F,Y,swimming,Unprovoked
January,AUSTRALIA,,M,N,vessel related,Provoked
,,,M,Y,other activity,
,AUSTRALIA,,M,N,fishing,
,,,M,Y,vessel related,Unprovoked
,SOUTH AFRICA,,,N,other activity,
,SOUTH AFRICA,,,N,other activity,
,,48.0,M,N,swimming,Unprovoked
,,,M,Y,other activity,
,,,M,N,other activity,
,,,M,N,other activity,
,,,M,N,other activity,
,,,M,Y,swimming,Unprovoked
December,,,,Y,other activity,
December,AUSTRALIA,10.0,M,N,swimming,Unprovoked
November,,23.0,M,N,other activity,
November,,,M,N,other activity,
November,,,,Y,other activity,
November,AUSTRALIA,,M,N,other activity,
September,,,M,Y,other activity,Unprovoked
August,USA,,,N,fishing,Provoked
August,AUSTRALIA,,M,,swimming,
August,USA,20.0,M,N,swimming,Unprovoked
July,USA,,,N,fishing,
July,USA,,M,N,fishing,Provoked
June,USA,43.0,M,N,fishing,Provoked
June,,,M,Y,other activity,
March,,,M,N,other activity,
March,USA,53.0,M,N,fishing,Provoked
February,AUSTRALIA,34.0,M,N,fishing,Provoked
February,,,M,N,fishing,Provoked
January,,19.0,M,N,other activity,Unprovoked
January,,,M,Y,other activity,
,,,M,N,swimming,Unprovoked
,,,M,Y,Close to the water,Unprovoked
,,,M,Y,other activity,Unprovoked
,,,M,N,other activity,Unprovoked
,,6.0,M,Y,other activity,Unprovoked
,,,M,Y,Close to the water,Unprovoked
,PAPUA NEW GUINEA,14.0,M,N,other activity,Unprovoked
December,AUSTRALIA,23.0,M,Y,Close to the water,Unprovoked
December,SOUTH AFRICA,17.0,M,Y,swimming,Unprovoked
December,AUSTRALIA,,M,N,fishing,Unprovoked
December,AUSTRALIA,,M,N,Close to the water,Provoked
September,,18.0,M,Y,Close to the water,Unprovoked
July,USA,,M,N,Close to the water,Unprovoked
July,USA,,M,N,Close to the water,Unprovoked
June,USA,,M,N,fishing,Unprovoked
March,SOUTH AFRICA,25.0,M,Y,Close to the water,Unprovoked
March,AUSTRALIA,,M,N,swimming,Unprovoked
February,SOUTH AFRICA,17.0,M,Y,swimming,Unprovoked
February,AUSTRALIA,,,N,vessel related,
February,AUSTRALIA,55.0,M,Y,Close to the water,Unprovoked
January,AUSTRALIA,17.0,M,N,other activity,Unprovoked
January,AUSTRALIA,13.0,M,Y,swimming,Unprovoked
January,AUSTRALIA,22.0,M,N,swimming,Unprovoked
January,SOUTH AFRICA,18.0,M,Y,swimming,Unprovoked
January,AUSTRALIA,,M,N,swimming,Unprovoked
,,,,N,vessel related,
,,,F,Y,other activity,Unprovoked
,PAPUA NEW GUINEA,,,N,other activity,Unprovoked
,SOUTH AFRICA,,,,swimming,
,SOUTH AFRICA,,F,,other activity,
,SOUTH AFRICA,,F,,Close to the water,
December,AUSTRALIA,40.0,M,,swimming,
December,AUSTRALIA,20.0,M,Y,swimming,Unprovoked
November,AUSTRALIA,,,N,other activity,
November,AUSTRALIA,,,N,other activity,Provoked
November,AUSTRALIA,,,,other activity,
November,AUSTRALIA,,,,other activity,
November,,,M,Y,fishing,Unprovoked
October,AUSTRALIA,27.0,M,N,swimming,Unprovoked
October,USA,,M,N,fishing,Unprovoked
September,AUSTRALIA,,M,N,swimming,Unprovoked
August,USA,33.0,M,N,fishing,Provoked
July,,3.0,,Y,other activity,
July,,38.0,M,N,swimming,Provoked
July,USA,,M,N,fishing,Provoked
May,USA,,M,Y,other activity,Unprovoked
April,PAPUA NEW GUINEA,9.0,M,Y,other activity,Unprovoked
March,PAPUA NEW GUINEA,,M,Y,other activity,Unprovoked
February,,,M,Y,swimming,Unprovoked
February,NEW ZEALAND,,M,N,fishing,Provoked
January,AUSTRALIA,11.0,M,N,other activity,Unprovoked
,,,F,N,other activity,
,,,,N,fishing,
,,,M,Y,Close to the water,Unprovoked
,,,M,N,swimming,Unprovoked
,PAPUA NEW GUINEA,,M,Y,swimming,Unprovoked
December,AUSTRALIA,19.0,M,Y,swimming,Unprovoked
October,AUSTRALIA,18.0,M,N,fishing,Provoked
August,,,M,Y,swimming,Unprovoked
August,USA,,M,N,fishing,Provoked
July,USA,,M,N,swimming,Unprovoked
July,,,M,N,fishing,Provoked
July,USA,27.0,M,N,fishing,Provoked
July,AUSTRALIA,25.0,M,Y,swimming,Unprovoked
June,,,,Y,other activity,Unprovoked
June,AUSTRALIA,,M,N,swimming,Unprovoked
May,,,M,Y,fishing,Unprovoked
May,,9.0,M,N,swimming,Unprovoked
May,,,,Y,Close to the water,Unprovoked
March,,,M,N,Close to the water,Unprovoked
March,AUSTRALIA,,M,N,other activity,Unprovoked
January,AUSTRALIA,,M,N,fishing,Provoked
January,SOUTH AFRICA,13.0,M,N,other activity,Provoked
January,AUSTRALIA,24.0,M,,swimming,
January,AUSTRALIA,,M,N,vessel related,Unprovoked
,,,M,Y,swimming,Unprovoked
,,50.0,M,N,surfing,Unprovoked
,USA,,M,N,fishing,Provoked
,AUSTRALIA,17.0,M,N,swimming,Unprovoked
,SOUTH AFRICA,,M,N,swimming,Unprovoked
November,USA,,M,Y,other activity,
November,AUSTRALIA,17.0,M,Y,swimming,Unprovoked
November,,,M,Y,other activity,
October,AUSTRALIA,25.0,M,Y,swimming,Unprovoked
October,AUSTRALIA,18.0,M,Y,swimming,Unprovoked
October,AUSTRALIA,16.0,M,N,swimming,Unprovoked
October,AUSTRALIA,,M,N,vessel related,Unprovoked
September,,,M,N,fishing,Provoked
September,,,,N,vessel related,
September,,,,N,fishing,
September,,,M,N,vessel related,Unprovoked
August,AUSTRALIA,38.0,M,N,swimming,Unprovoked
August,,,M,,swimming,
August,,21.0,M,Y,swimming,Unprovoked
July,AUSTRALIA,,M,Y,swimming,Unprovoked
July,,,,,other activity,
June,,,,Y,other activity,Unprovoked
June,AUSTRALIA,,M,N,fishing,Provoked
June,USA,14.0,M,Y,swimming,Unprovoked
May,USA,,M,N,fishing,Provoked
May,AUSTRALIA,33.0,M,Y,swimming,Unprovoked
March,AUSTRALIA,16.0,M,,Close to the water,
March,AUSTRALIA,43.0,M,,swimming,
February,AUSTRALIA,32.0,M,Y,swimming,Unprovoked
February,AUSTRALIA,,M,N,swimming,Unprovoked
February,AUSTRALIA,,,N,fishing,
February,AUSTRALIA,20.0,M,N,fishing,Provoked
,AUSTRALIA,,M,,other activity,
January,AUSTRALIA,18.0,M,N,other activity,Provoked
,AUSTRALIA,,M,N,other activity,Unprovoked
December,USA,,M,N,swimming,Unprovoked
December,AUSTRALIA,,,N,other activity,
December,AUSTRALIA,,,N,fishing,Provoked
December,AUSTRALIA,15.0,M,Y,swimming,Unprovoked
December,AUSTRALIA,50.0,M,Y,fishing,
November,AUSTRALIA,,M,N,fishing,Provoked
September,,,M,Y,other activity,
September,USA,,M,N,swimming,Unprovoked
August,AUSTRALIA,,M,N,swimming,Unprovoked
August,,,M,N,other activity,Unprovoked
August,,,,N,fishing,Provoked
August,AUSTRALIA,,M,N,swimming,Unprovoked
August,USA,13.0,M,N,fishing,
July,USA,16.0,M,Y,swimming,Unprovoked
July,USA,,,N,fishing,
July,AUSTRALIA,,M,N,swimming,Unprovoked
July,SOUTH AFRICA,,,N,fishing,
June,AUSTRALIA,16.0,M,Y,swimming,Unprovoked
June,USA,,M,Y,swimming,Unprovoked
April,AUSTRALIA,16.0,M,N,swimming,Unprovoked
,AUSTRALIA,,M,N,swimming,Unprovoked
March,USA,,M,N,fishing,Provoked
March,AUSTRALIA,,M,N,vessel related,Unprovoked
March,AUSTRALIA,,M,N,swimming,Unprovoked
March,AUSTRALIA,,,N,vessel related,
February,AUSTRALIA,,F,N,other activity,Provoked
February,AUSTRALIA,,M,N,other activity,Unprovoked
February,AUSTRALIA,14.0,M,Y,swimming,Unprovoked
January,AUSTRALIA,13.0,M,Y,swimming,Unprovoked
January,AUSTRALIA,17.0,M,,surfing,
January,AUSTRALIA,,M,N,surfing,Provoked
,AUSTRALIA,,M,Y,swimming,Unprovoked
December,AUSTRALIA,,,N,other activity,Provoked
November,AUSTRALIA,20.0,M,N,swimming,Unprovoked
September,USA,38.0,M,Y,swimming,Unprovoked
September,PAPUA NEW GUINEA,,M,Y,swimming,Unprovoked
August,AUSTRALIA,38.0,M,Y,other activity,Unprovoked
August,,,M,,fishing,
August,AUSTRALIA,,M,Y,swimming,Unprovoked
July,USA,23.0,M,,fishing,
July,USA,53.0,M,,fishing,
July,,14.0,M,Y,fishing,Unprovoked
July,,22.0,F,Y,swimming,Unprovoked
June,USA,31.0,M,N,fishing,Unprovoked
June,,,M,Y,fishing,Unprovoked
June,AUSTRALIA,,,N,other activity,
June,PAPUA NEW GUINEA,,,N,other activity,Unprovoked
May,SOUTH AFRICA,,M,N,other activity,Provoked
May,AUSTRALIA,,M,N,swimming,Unprovoked
April,AUSTRALIA,40.0,M,,other activity,
April,,,F,N,swimming,Unprovoked
April,USA,,M,N,other activity,Unprovoked
March,AUSTRALIA,,M,N,swimming,Unprovoked
March,SOUTH AFRICA,,M,N,other activity,Provoked
March,AUSTRALIA,,M,N,swimming,Unprovoked
March,AUSTRALIA,38.0,M,N,other activity,Provoked
March,AUSTRALIA,,M,N,surfing,Unprovoked
March,AUSTRALIA,27.0,M,Y,swimming,Unprovoked
March,AUSTRALIA,22.0,M,Y,Close to the water,Unprovoked
February,AUSTRALIA,20.0,M,N,surfing,Unprovoked
January,AUSTRALIA,,M,N,fishing,Unprovoked
January,AUSTRALIA,,,N,fishing,
January,,,,,other activity,
January,AUSTRALIA,5.0,M,,other activity,
December,AUSTRALIA,13.0,F,N,Close to the water,Unprovoked
December,AUSTRALIA,19.0,M,Y,swimming,Unprovoked
December,AUSTRALIA,14.0,M,Y,other activity,Unprovoked
October,AUSTRALIA,12.0,M,N,swimming,Unprovoked
October,AUSTRALIA,38.0,F,Y,Close to the water,Unprovoked
October,,,M,N,fishing,Provoked
October,AUSTRALIA,,M,Y,swimming,Unprovoked
September,,,M,N,fishing,Provoked
August,,,M,N,fishing,
August,,,F,,swimming,
August,AUSTRALIA,,M,Y,other activity,Unprovoked
August,,18.0,F,Y,swimming,Unprovoked
August,USA,11.0,M,N,swimming,Unprovoked
July,AUSTRALIA,,M,N,fishing,
June,AUSTRALIA,,M,N,fishing,Provoked
June,USA,8.0,M,Y,Close to the water,Unprovoked
April,AUSTRALIA,34.0,M,N,surfing,Unprovoked
April,SOUTH AFRICA,,M,Y,swimming,Unprovoked
April,SOUTH AFRICA,12.0,M,N,swimming,Unprovoked
April,AUSTRALIA,15.0,M,Y,swimming,Unprovoked
March,AUSTRALIA,17.0,M,Y,swimming,Unprovoked
March,AUSTRALIA,,,N,fishing,Provoked
February,AUSTRALIA,,M,N,Close to the water,Unprovoked
February,,,M,Y,other activity,Unprovoked
February,,,M,N,fishing,
January,AUSTRALIA,15.0,M,N,swimming,Unprovoked
January,AUSTRALIA,22.0,M,N,swimming,Unprovoked
November,AUSTRALIA,,M,Y,swimming,Unprovoked
November,AUSTRALIA,17.0,M,N,swimming,Unprovoked
October,AUSTRALIA,,M,N,swimming,Unprovoked
September,,,M,N,fishing,
August,USA,,M,N,fishing,Provoked
August,USA,,M,N,Close to the water,Unprovoked
August,USA,,F,N,swimming,Unprovoked
July,USA,50.0,M,N,other activity,Unprovoked
July,AUSTRALIA,,M,N,swimming,Unprovoked
June,USA,15.0,M,N,Close to the water,Unprovoked
June,USA,,F,N,Close to the water,Unprovoked
June,AUSTRALIA,,M,,fishing,
May,,,,Y,other activity,
May,AUSTRALIA,,M,N,fishing,Provoked
June,AUSTRALIA,,M,N,Close to the water,Unprovoked
May,,,M,Y,swimming,
April,USA,24.0,M,Y,swimming,Unprovoked
February,AUSTRALIA,,M,N,Close to the water,Unprovoked
February,AUSTRALIA,,M,N,swimming,Unprovoked
February,AUSTRALIA,,,N,other activity,
February,AUSTRALIA,,M,N,fishing,Provoked
January,AUSTRALIA,38.0,M,Y,swimming,Unprovoked
December,AUSTRALIA,,M,N,other activity,Unprovoked
December,NEW ZEALAND,,M,N,fishing,Provoked
November,,,,,other activity,
October,AUSTRALIA,24.0,M,N,swimming,Unprovoked
October,,27.0,M,Y,swimming,Unprovoked
September,,,M,N,other activity,Unprovoked
August,AUSTRALIA,,M,N,other activity,Provoked
August,AUSTRALIA,,M,N,other activity,Provoked
August,USA,,M,N,fishing,Provoked
August,AUSTRALIA,,M,N,swimming,Unprovoked
August,,18.0,M,N,Close to the water,Provoked
July,USA,17.0,M,,other activity,
July,,,M,N,fishing,
June,USA,32.0,M,N,fishing,Provoked
June,USA,,M,N,fishing,Provoked
June,,,F,Y,swimming,Unprovoked
May,AUSTRALIA,,M,Y,swimming,Unprovoked
May,AUSTRALIA,,M,N,swimming,Unprovoked
April,,,M,Y,Close to the water,Unprovoked
April,,,F,Y,Close to the water,Unprovoked
February,USA,,M,N,swimming,Unprovoked
February,AUSTRALIA,,M,N,fishing,Unprovoked
February,,,M,Y,other activity,Unprovoked
January,AUSTRALIA,,M,N,swimming,Unprovoked
January,AUSTRALIA,,,,fishing,
January,,29.0,M,Y,fishing,Provoked
,SOUTH AFRICA,23.0,M,N,Close to the water,Unprovoked
November,AUSTRALIA,45.0,M,N,swimming,Unprovoked
September,,,M,Y,swimming,Unprovoked
September,USA,,M,N,swimming,Unprovoked
September,USA,20.0,F,N,swimming,Unprovoked
September,USA,,M,,fishing,
August,,18.0,M,Y,swimming,Unprovoked
August,USA,,M,,other activity,
August,USA,,,N,fishing,
August,,23.0,M,Y,swimming,Unprovoked
August,,,M,Y,swimming,Unprovoked
August,USA,,M,N,swimming,Unprovoked
August,USA,,M,N,swimming,Unprovoked
August,AUSTRALIA,,M,Y,other activity,Unprovoked
July,,,M,N,swimming,Unprovoked
July,USA,,M,N,swimming,Unprovoked
June,USA,,M,N,fishing,Unprovoked
June,USA,,M,N,other activity,Provoked
June,USA,,M,N,fishing,Unprovoked
May,AUSTRALIA,,,N,other activity,
April,,,M,Y,fishing,Unprovoked
March,AUSTRALIA,19.0,M,Y,fishing,Unprovoked
March,,,,N,fishing,
March,AUSTRALIA,,M,N,fishing,Provoked
February,AUSTRALIA,39.0,M,,swimming,
January,AUSTRALIA,,M,N,other activity,Unprovoked
January,AUSTRALIA,,M,N,swimming,Unprovoked
January,AUSTRALIA,18.0,M,N,swimming,Unprovoked
,,,M,Y,swimming,Unprovoked
,PAPUA NEW GUINEA,,,,other activity,Unprovoked
December,AUSTRALIA,49.0,M,N,swimming,Unprovoked
December,AUSTRALIA,,M,Y,other activity,Unprovoked
December,AUSTRALIA,,,N,fishing,
December,AUSTRALIA,,M,Y,other activity,Unprovoked
November,AUSTRALIA,,M,N,fishing,Unprovoked
September,,,M,Y,swimming,Unprovoked
,,,,N,other activity,
August,AUSTRALIA,17.0,M,N,fishing,Unprovoked
August,,38.0,M,N,swimming,Unprovoked
August,USA,,M,N,swimming,Unprovoked
July,,29.0,M,N,swimming,Unprovoked
July,USA,21.0,M,N,swimming,Unprovoked
June,AUSTRALIA,,M,Y,other activity,Unprovoked
May,USA,,M,N,swimming,Unprovoked
May,,,M,N,fishing,
May,,,,,other activity,
April,SOUTH AFRICA,17.0,M,,other activity,
March,USA,,M,N,swimming,Unprovoked
February,AUSTRALIA,19.0,M,N,swimming,Unprovoked
February,AUSTRALIA,18.0,M,Y,swimming,Unprovoked
February,AUSTRALIA,,M,N,other activity,Provoked
January,,,,Y,fishing,
January,SOUTH AFRICA,23.0,M,N,swimming,Unprovoked
January,,,M,Y,swimming,
,,17.0,M,N,other activity,Unprovoked
,SOUTH AFRICA,,M,Y,swimming,Unprovoked
December,AUSTRALIA,16.0,M,Y,swimming,Unprovoked
December,AUSTRALIA,,M,N,swimming,Unprovoked
December,AUSTRALIA,17.0,F,N,surfing,Unprovoked
December,AUSTRALIA,,M,N,swimming,Unprovoked
December,,20.0,M,Y,other activity,Unprovoked
December,AUSTRALIA,,M,Y,other activity,Unprovoked
November,,,M,Y,other activity,
November,,,M,N,fishing,Unprovoked
October,AUSTRALIA,,M,N,swimming,Unprovoked
October,,,M,N,fishing,Unprovoked
September,AUSTRALIA,42.0,M,Y,other activity,Unprovoked
August,USA,,M,N,Close to the water,Unprovoked
July,,,M,N,swimming,Unprovoked
July,,,F,,other activity,
June,USA,,M,N,fishing,Provoked
May,AUSTRALIA,,M,N,swimming,Unprovoked
April,AUSTRALIA,,M,N,swimming,Unprovoked
April,AUSTRALIA,,M,N,swimming,Unprovoked
April,AUSTRALIA,19.0,M,N,Close to the water,Provoked
April,AUSTRALIA,,M,Y,other activity,Unprovoked
April,AUSTRALIA,,M,Y,swimming,Unprovoked
March,USA,26.0,M,N,swimming,Unprovoked
March,AUSTRALIA,,M,Y,Close to the water,Unprovoked
March,AUSTRALIA,9.0,M,N,other activity,Unprovoked
March,AUSTRALIA,12.0,M,N,other activity,Unprovoked
February,AUSTRALIA,20.0,M,Y,surfing,Unprovoked
February,AUSTRALIA,,,N,vessel related,
February,AUSTRALIA,39.0,M,Y,swimming,Unprovoked
January,AUSTRALIA,,M,Y,swimming,Unprovoked
January,NEW ZEALAND,,F,N,Close to the water,Unprovoked
January,AUSTRALIA,14.0,M,Y,surfing,Unprovoked
January,,,M,Y,fishing,
January,,,M,Y,swimming,Unprovoked
,AUSTRALIA,,M,,swimming,
,AUSTRALIA,,M,N,fishing,Provoked
,USA,,M,N,fishing,Provoked
,AUSTRALIA,,M,N,other activity,Unprovoked
,USA,27.0,M,N,swimming,Unprovoked
December,AUSTRALIA,,M,N,swimming,Unprovoked
November,USA,,M,N,fishing,Provoked
November,,24.0,M,N,other activity,
November,USA,,M,Y,vessel related,
November,,17.0,M,Y,swimming,Unprovoked
September,USA,,M,N,fishing,Unprovoked
August,USA,,M,,other activity,
July,AUSTRALIA,,M,N,swimming,Unprovoked
July,,,M,N,vessel related,Provoked
June,USA,,M,N,swimming,Unprovoked
May,,,M,,other activity,
April,AUSTRALIA,,M,N,fishing,Unprovoked
April,AUSTRALIA,19.0,M,N,Close to the water,Unprovoked
April,,,M,Y,swimming,Unprovoked
April,AUSTRALIA,15.0,M,N,Close to the water,Unprovoked
April,AUSTRALIA,28.0,M,Y,Close to the water,Unprovoked
March,AUSTRALIA,,M,N,other activity,Unprovoked
February,AUSTRALIA,,M,Y,swimming,Unprovoked
February,,,F,N,swimming,Unprovoked
February,,,M,N,swimming,Unprovoked
January,AUSTRALIA,78.0,M,Y,other activity,Unprovoked
January,USA,,,,swimming,
January,USA,,M,,swimming,
January,SOUTH AFRICA,,F,N,other activity,Unprovoked
January,SOUTH AFRICA,18.0,M,N,surfing,Unprovoked
,SOUTH AFRICA,25.0,M,N,Close to the water,Unprovoked
December,SOUTH AFRICA,17.0,M,Y,swimming,Unprovoked
November,AUSTRALIA,,,Y,other activity,
October,,,,Y,other activity,
October,AUSTRALIA,,M,N,other activity,Unprovoked
October,,,M,N,Close to the water,Unprovoked
July,AUSTRALIA,,,N,other activity,
May,,,,Y,other activity,
May,AUSTRALIA,,M,Y,Close to the water,Unprovoked
April,AUSTRALIA,,M,N,swimming,Unprovoked
April,AUSTRALIA,,M,N,swimming,Unprovoked
March,AUSTRALIA,17.0,M,N,surfing,Unprovoked
February,,,M,N,other activity,Provoked
February,AUSTRALIA,,M,N,swimming,Unprovoked
February,NEW ZEALAND,70.0,M,N,fishing,Provoked
January,SOUTH AFRICA,,M,N,surfing,Unprovoked
January,USA,,M,N,swimming,Unprovoked
January,AUSTRALIA,15.0,M,Y,swimming,Unprovoked
,AUSTRALIA,10.0,M,Y,swimming,Unprovoked
,AUSTRALIA,,M,N,swimming,Unprovoked
December,AUSTRALIA,,M,Y,swimming,Unprovoked
November,AUSTRALIA,,M,N,swimming,Unprovoked
October,PAPUA NEW GUINEA,,M,Y,other activity,Unprovoked
October,AUSTRALIA,17.0,M,N,Close to the water,Unprovoked
October,,,,N,other activity,
September,PAPUA NEW GUINEA,,M,Y,other activity,Unprovoked
August,USA,18.0,M,Y,swimming,Unprovoked
July,,20.0,M,Y,swimming,Unprovoked
July,USA,,M,N,fishing,
July,USA,15.0,M,N,swimming,Unprovoked
July,,,M,,Close to the water,
May,USA,,M,Y,swimming,Unprovoked
April,,26.0,M,N,other activity,Unprovoked
April,USA,,F,N,swimming,Unprovoked
March,AUSTRALIA,,F,Y,swimming,Unprovoked
January,SOUTH AFRICA,,M,N,swimming,Unprovoked
January,AUSTRALIA,,M,N,other activity,Unprovoked
,,,M,Y,other activity,Unprovoked
,NEW ZEALAND,,M,N,other activity,Provoked
,,,F,Y,swimming,Unprovoked
,SOUTH AFRICA,,M,,swimming,Unprovoked
November,AUSTRALIA,55.0,M,Y,swimming,Unprovoked
November,USA,,F,N,other activity,Unprovoked
November,USA,,M,N,other activity,Unprovoked
September,,,M,N,fishing,Provoked
September,,,M,N,fishing,Unprovoked
August,USA,,F,N,swimming,Unprovoked
June,AUSTRALIA,,,,other activity,
May,USA,,M,N,other activity,Unprovoked
March,AUSTRALIA,16.0,M,N,Close to the water,Unprovoked
March,AUSTRALIA,16.0,M,Y,swimming,Unprovoked
March,PAPUA NEW GUINEA,,M,Y,swimming,Unprovoked
January,USA,,M,N,swimming,Unprovoked
January,,,M,N,swimming,Unprovoked
,,,M,N,swimming,Unprovoked
November,,,F,Y,other activity,Unprovoked
November,,35.0,M,N,other activity,Unprovoked
November,USA,35.0,M,Y,Close to the water,Unprovoked
October,,,M,N,swimming,Provoked
October,AUSTRALIA,,M,N,Close to the water,Unprovoked
July,USA,,M,N,Close to the water,Unprovoked
July,,,M,N,fishing,Provoked
July,USA,14.0,M,N,fishing,
June,USA,,M,N,other activity,Provoked
April,AUSTRALIA,20.0,M,Y,swimming,Unprovoked
April,,21.0,M,N,swimming,Unprovoked
April,AUSTRALIA,,M,,swimming,
March,,,M,N,swimming,Unprovoked
March,,,,N,fishing,
February,AUSTRALIA,30.0,F,N,Close to the water,Unprovoked
February,AUSTRALIA,,M,,Close to the water,
January,SOUTH AFRICA,22.0,M,Y,swimming,Unprovoked
January,SOUTH AFRICA,,M,N,swimming,Unprovoked
January,AUSTRALIA,16.0,M,Y,swimming,Unprovoked
December,AUSTRALIA,,M,N,swimming,Unprovoked
December,AUSTRALIA,,M,Y,fishing,Unprovoked
November,AUSTRALIA,,M,Y,fishing,Unprovoked
November,AUSTRALIA,,M,,fishing,
October,AUSTRALIA,,M,,vessel related,
October,AUSTRALIA,,,N,fishing,
October,AUSTRALIA,,M,N,swimming,Unprovoked
August,,,M,N,fishing,Unprovoked
July,AUSTRALIA,,M,N,swimming,Unprovoked
June,AUSTRALIA,,M,Y,vessel related,
June,,,,N,other activity,
May,AUSTRALIA,,M,N,Close to the water,Unprovoked
May,AUSTRALIA,,M,Y,swimming,Unprovoked
March,AUSTRALIA,,M,N,swimming,Unprovoked
February,USA,25.0,M,N,swimming,Unprovoked
January,AUSTRALIA,,M,,other activity,
January,AUSTRALIA,13.0,M,Y,swimming,Unprovoked
January,,,M,,other activity,
,USA,,M,N,fishing,
,,,M,Y,other activity,Unprovoked
,USA,,M,N,fishing,Provoked
,USA,,M,N,fishing,Provoked
December,USA,,F,Y,Close to the water,Unprovoked
December,AUSTRALIA,19.0,M,Y,Close to the water,Unprovoked
September,,16.0,M,Y,fishing,Unprovoked
October,AUSTRALIA,,M,,vessel related,
September,USA,,M,N,swimming,Unprovoked
September,,,M,Y,swimming,Unprovoked
September,USA,,,N,fishing,
July,USA,,M,N,other activity,Unprovoked
June,USA,18.0,F,Y,swimming,Unprovoked
May,,19.0,M,Y,swimming,Unprovoked
May,SOUTH AFRICA,18.0,M,N,swimming,Unprovoked
April,AUSTRALIA,,M,Y,swimming,Unprovoked
March,,,M,N,fishing,Unprovoked
March,,14.0,F,Y,Close to the water,Unprovoked
March,AUSTRALIA,21.0,M,Y,Close to the water,Unprovoked
February,AUSTRALIA,,M,,swimming,
February,AUSTRALIA,18.0,M,Y,swimming,Unprovoked
January,,,M,Y,Close to the water,Unprovoked
January,AUSTRALIA,54.0,M,Y,swimming,Unprovoked
January,AUSTRALIA,,M,N,Close to the water,Unprovoked
January,AUSTRALIA,26.0,M,Y,surfing,Unprovoked
December,AUSTRALIA,20.0,M,N,swimming,Unprovoked
November,AUSTRALIA,8.0,M,Y,other activity,Unprovoked
November,AUSTRALIA,40.0,M,N,Close to the water,Unprovoked
November,,,,Y,swimming,Unprovoked
October,AUSTRALIA,,M,N,swimming,Unprovoked
October,AUSTRALIA,22.0,M,Y,swimming,Unprovoked
September,,,M,N,fishing,Provoked
August,AUSTRALIA,,M,N,other activity,Unprovoked
August,,21.0,M,Y,swimming,Unprovoked
July,,,M,Y,other activity,Unprovoked
January,,,,,other activity,
November,AUSTRALIA,,M,N,Close to the water,Unprovoked
August,,,M,Y,other activity,Unprovoked
November,AUSTRALIA,,M,N,Close to the water,Unprovoked
November,,,M,Y,other activity,
July,USA,30.0,M,,swimming,
July,AUSTRALIA,,M,N,swimming,Unprovoked
June,USA,13.0,M,N,swimming,Unprovoked
June,,,,N,other activity,Provoked
March,AUSTRALIA,20.0,M,N,swimming,Unprovoked
January,AUSTRALIA,,M,N,swimming,Unprovoked
February,SOUTH AFRICA,18.0,F,N,swimming,Unprovoked
January,AUSTRALIA,,M,Y,swimming,Unprovoked
January,AUSTRALIA,12.0,M,Y,swimming,Unprovoked
,,,M,Y,other activity,Unprovoked
,NEW ZEALAND,,F,N,other activity,Unprovoked
,SOUTH AFRICA,12.0,M,N,Close to the water,Unprovoked
December,AUSTRALIA,29.0,M,N,swimming,Unprovoked
December,AUSTRALIA,47.0,M,Y,swimming,Unprovoked
November,AUSTRALIA,,M,N,Close to the water,Unprovoked
September,,,M,Y,swimming,Unprovoked
August,USA,,M,N,swimming,Unprovoked
May,USA,,M,N,swimming,Unprovoked
April,USA,,M,Y,other activity,Unprovoked
March,AUSTRALIA,,M,,other activity,
January,AUSTRALIA,,M,N,swimming,Unprovoked
January,NEW ZEALAND,,F,N,swimming,Unprovoked
January,AUSTRALIA,13.0,M,Y,Close to the water,Unprovoked
January,AUSTRALIA,38.0,M,Y,fishing,Unprovoked
,,,M,N,fishing,
,USA,,F,N,swimming,Unprovoked
November,USA,,M,Y,fishing,Unprovoked
November,,,M,Y,other activity,
September,AUSTRALIA,22.0,M,Y,Close to the water,Unprovoked
March,AUSTRALIA,,M,N,surfing,Unprovoked
,AUSTRALIA,,M,N,swimming,Unprovoked
December,AUSTRALIA,,M,N,swimming,Unprovoked
November,,,M,Y,other activity,Unprovoked
September,USA,,M,N,swimming,Unprovoked
September,USA,,M,N,other activity,Provoked
September,,,M,Y,swimming,Unprovoked
July,USA,,M,Y,swimming,Unprovoked
July,,,M,Y,other activity,
June,USA,,M,N,swimming,Unprovoked
May,,,M,Y,swimming,Unprovoked
May,,,M,N,swimming,Unprovoked
,,,M,N,swimming,Unprovoked
December,AUSTRALIA,25.0,M,N,Close to the water,Unprovoked
