date,country,age,sex,fatal,activity,type
May,AUSTRALIA,19.0,M,N,surfing,Unprovoked
May,USA,21.0,F,N,surfing,Unprovoked
May,,,M,N,swimming,Unprovoked
May,AUSTRALIA,45.0,M,,swimming,
May,USA,63.0,F,N,swimming,Unprovoked
May,USA,68.0,M,N,swimming,Unprovoked
May,,,,Y,other activity,
May,,20.0,F,N,other activity,Provoked
April,AUSTRALIA,13.0,F,N,swimming,Unprovoked
April,USA,12.0,M,N,surfing,Unprovoked
April,USA,24.0,M,N,surfing,Unprovoked
April,USA,,,N,fishing,
April,,26.0,M,N,surfing,Unprovoked
April,USA,7.0,M,N,other activity,Unprovoked
March,USA,27.0,M,N,surfing,Unprovoked
March,USA,9.0,M,N,other activity,Unprovoked
March,,,,Y,other activity,Unprovoked
March,USA,11.0,M,N,surfing,Unprovoked
March,AUSTRALIA,42.0,F,N,surfing,Unprovoked
March,USA,,M,N,fishing,Provoked
March,AUSTRALIA,59.0,F,N,swimming,Unprovoked
March,USA,29.0,M,N,surfing,Unprovoked
March,NEW ZEALAND,16.0,M,N,fishing,Provoked
February,,36.0,M,,swimming,
February,AUSTRALIA,26.0,M,N,surfing,Unprovoked
February,,,M,N,fishing,Unprovoked
January,,30.0,M,N,swimming,Unprovoked
January,USA,,,N,fishing,
January,AUSTRALIA,41.0,M,N,swimming,Unprovoked
January,AUSTRALIA,20.0,M,,swimming,
January,SOUTH AFRICA,24.0,M,Y,swimming,Unprovoked
January,AUSTRALIA,,M,N,surfing,Unprovoked
January,USA,54.0,M,,surfing,
January,USA,24.0,M,N,surfing,Unprovoked
December,AUSTRALIA,25.0,M,N,surfing,Unprovoked
December,NEW ZEALAND,10.0,M,N,surfing,Unprovoked
December,USA,43.0,M,N,surfing,Unprovoked
December,SOUTH AFRICA,25.0,M,N,fishing,Provoked
December,AUSTRALIA,15.0,M,N,surfing,Unprovoked
November,,,,Y,other activity,
November,USA,29.0,M,N,swimming,Unprovoked
November,SOUTH AFRICA,,M,N,vessel related,Provoked
October,USA,22.0,M,N,surfing,Unprovoked
October,USA,15.0,M,N,fishing,Unprovoked
October,USA,20.0,M,N,surfing,Unprovoked
October,USA,,M,N,surfing,Unprovoked
October,USA,18.0,M,N,other activity,Unprovoked
October,,26.0,F,N,swimming,Unprovoked
October,,,,Y,other activity,Unprovoked
September,SOUTH AFRICA,36.0,M,,fishing,
September,USA,19.0,M,N,surfing,Unprovoked
September,USA,,M,N,swimming,Provoked
September,USA,16.0,M,N,surfing,Unprovoked
September,USA,55.0,M,N,swimming,Unprovoked
September,USA,52.0,M,N,surfing,Unprovoked
September,AUSTRALIA,44.0,M,,swimming,
September,,20.0,M,Y,other activity,Unprovoked
September,USA,33.0,M,N,Close to the water,Unprovoked
September,USA,12.0,M,N,swimming,Unprovoked
September,SOUTH AFRICA,37.0,M,N,surfing,Unprovoked
August,USA,23.0,M,N,surfing,Unprovoked
August,AUSTRALIA,,M,N,surfing,Unprovoked
August,,27.0,M,N,surfing,Unprovoked
August,,17.0,M,,other activity,
August,,34.0,M,,fishing,
August,,,M,Y,other activity,
August,,34.0,M,Y,surfing,Unprovoked
August,SOUTH AFRICA,,M,N,surfing,Unprovoked
August,SOUTH AFRICA,24.0,M,N,other activity,Unprovoked
August,USA,59.0,F,N,Close to the water,Unprovoked
August,,,M,N,fishing,Unprovoked
July,USA,,,N,other activity,Provoked
July,USA,41.0,M,N,surfing,Unprovoked
July,USA,,M,N,surfing,
July,USA,15.0,M,N,surfing,Unprovoked
July,SOUTH AFRICA,19.0,M,N,vessel related,Unprovoked
July,USA,14.0,M,N,surfing,Unprovoked
July,USA,,M,N,fishing,Unprovoked
July,AUSTRALIA,,,,other activity,
July,USA,49.0,M,N,Close to the water,Unprovoked
July,,7.0,F,,swimming,
July,USA,21.0,F,N,swimming,Unprovoked
July,,,M,Y,other activity,Unprovoked
July,USA,40.0,M,N,Close to the water,Unprovoked
July,USA,11.0,M,N,Close to the water,Unprovoked
July,USA,14.0,F,N,surfing,Unprovoked
July,USA,13.0,M,N,swimming,Unprovoked
July,USA,28.0,F,N,fishing,Unprovoked
July,USA,35.0,M,N,fishing,Unprovoked
June,USA,9.0,F,N,surfing,Unprovoked
June,USA,,M,N,fishing,Provoked
June,,25.0,M,N,fishing,Unprovoked
June,USA,22.0,F,N,surfing,Unprovoked
June,,27.0,M,Y,surfing,Unprovoked
June,USA,43.0,M,N,swimming,Unprovoked
June,USA,24.0,M,N,surfing,Unprovoked
June,USA,7.0,F,N,other activity,Unprovoked
June,AUSTRALIA,40.0,M,N,surfing,Unprovoked
May,USA,26.0,M,N,fishing,Unprovoked
May,USA,,,N,other activity,Provoked
May,USA,31.0,M,N,surfing,Unprovoked
May,USA,15.0,M,N,fishing,Provoked
May,,33.0,M,N,surfing,Unprovoked
May,USA,,F,N,swimming,Unprovoked
May,USA,,M,N,other activity,Unprovoked
May,USA,,F,N,swimming,Unprovoked
May,AUSTRALIA,46.0,M,N,swimming,Provoked
April,USA,,M,,other activity,
April,USA,54.0,M,N,surfing,Unprovoked
April,USA,13.0,F,N,Close to the water,Unprovoked
April,USA,35.0,M,N,fishing,Provoked
April,AUSTRALIA,15.0,M,N,surfing,Unprovoked
April,SOUTH AFRICA,15.0,M,N,surfing,Unprovoked
April,,35.0,M,N,swimming,Unprovoked
April,USA,11.0,M,N,Close to the water,Unprovoked
March,,,M,Y,fishing,Unprovoked
March,USA,28.0,F,N,surfing,Unprovoked
March,SOUTH AFRICA,17.0,M,,swimming,
March,,21.0,M,N,surfing,Unprovoked
March,AUSTRALIA,15.0,M,N,surfing,Unprovoked
February,USA,15.0,F,N,Close to the water,Unprovoked
February,USA,45.0,M,,swimming,
February,AUSTRALIA,18.0,M,N,Close to the water,Unprovoked
February,AUSTRALIA,,M,N,swimming,Unprovoked
February,AUSTRALIA,,M,N,fishing,
February,SOUTH AFRICA,15.0,M,N,surfing,Unprovoked
February,,24.0,F,Y,swimming,Unprovoked
February,USA,57.0,M,N,vessel related,
January,,40.0,M,N,vessel related,
January,SOUTH AFRICA,34.0,M,N,fishing,Unprovoked
January,,27.0,F,N,vessel related,
January,USA,,M,N,surfing,Unprovoked
January,AUSTRALIA,52.0,M,N,swimming,Unprovoked
January,,,M,,swimming,
January,AUSTRALIA,21.0,F,Y,swimming,Unprovoked
January,USA,21.0,M,N,surfing,Unprovoked
January,SOUTH AFRICA,49.0,M,N,swimming,Unprovoked
December,USA,30.0,M,N,surfing,Unprovoked
December,USA,29.0,M,N,swimming,Unprovoked
December,,,,N,vessel related,
December,AUSTRALIA,44.0,M,N,fishing,Unprovoked
December,AUSTRALIA,,,N,fishing,
November,USA,,M,N,surfing,Unprovoked
November,USA,23.0,M,N,surfing,Unprovoked
November,AUSTRALIA,,,N,fishing,
November,AUSTRALIA,18.0,M,N,surfing,Unprovoked
November,SOUTH AFRICA,26.0,M,N,surfing,Unprovoked
November,,,,N,fishing,Unprovoked
November,USA,,M,N,surfing,Unprovoked
November,USA,17.0,M,N,surfing,Unprovoked
November,,,,N,other activity,
November,SOUTH AFRICA,32.0,M,N,fishing,Provoked
November,USA,18.0,M,N,surfing,Unprovoked
November,USA,25.0,M,N,surfing,Unprovoked
November,USA,26.0,M,N,surfing,Unprovoked
October,USA,15.0,M,N,Close to the water,Unprovoked
October,,55.0,M,N,Close to the water,Unprovoked
October,SOUTH AFRICA,20.0,M,N,surfing,Unprovoked
October,USA,36.0,M,N,surfing,Unprovoked
October,USA,20.0,F,N,surfing,Unprovoked
October,USA,15.0,M,N,Close to the water,Provoked
October,USA,22.0,M,N,surfing,Unprovoked
October,,57.0,F,N,swimming,Unprovoked
October,USA,48.0,M,N,surfing,Unprovoked
October,,35.0,M,N,swimming,Unprovoked
October,SOUTH AFRICA,52.0,M,N,vessel related,Unprovoked
September,AUSTRALIA,28.0,M,N,surfing,Unprovoked
September,AUSTRALIA,26.0,M,N,surfing,Unprovoked
September,AUSTRALIA,44.0,M,N,surfing,Unprovoked
September,USA,,M,,surfing,
September,USA,68.0,F,N,surfing,Unprovoked
September,USA,18.0,M,Y,surfing,Unprovoked
September,AUSTRALIA,15.0,M,N,Close to the water,Unprovoked
September,USA,18.0,F,N,Close to the water,Unprovoked
September,AUSTRALIA,40.0,M,N,surfing,Unprovoked
September,USA,62.0,M,N,surfing,Unprovoked
September,,21.0,M,Y,other activity,Provoked
August,AUSTRALIA,23.0,M,Y,swimming,Unprovoked
August,USA,37.0,M,N,surfing,Unprovoked
August,USA,17.0,M,,surfing,
August,USA,8.0,M,N,swimming,Unprovoked
August,USA,12.0,M,N,Close to the water,Unprovoked
August,SOUTH AFRICA,,,,other activity,
August,USA,16.0,M,N,surfing,Unprovoked
August,USA,14.0,M,N,swimming,Unprovoked
August,,,M,,fishing,
July,USA,13.0,F,N,Close to the water,Unprovoked
July,USA,61.0,M,N,surfing,Unprovoked
July,USA,25.0,M,,surfing,
July,,,M,,swimming,
July,,24.0,M,N,swimming,Provoked
July,AUSTRALIA,,,,other activity,
July,USA,22.0,M,N,swimming,Unprovoked
July,USA,14.0,F,N,other activity,Unprovoked
July,USA,19.0,M,N,Close to the water,Unprovoked
June,USA,16.0,M,N,fishing,Unprovoked
June,USA,14.0,F,Y,swimming,Unprovoked
June,,7.0,F,Y,swimming,Unprovoked
June,,,M,N,surfing,Unprovoked
June,USA,49.0,M,,swimming,
June,USA,20.0,M,N,swimming,Unprovoked
June,,38.0,F,N,swimming,Unprovoked
June,USA,11.0,F,N,surfing,Unprovoked
June,USA,17.0,M,,surfing,
June,SOUTH AFRICA,22.0,M,Y,swimming,Unprovoked
June,USA,6.0,M,N,Close to the water,Unprovoked
May,USA,33.0,M,N,swimming,Unprovoked
May,USA,,F,N,other activity,Unprovoked
May,SOUTH AFRICA,32.0,M,N,surfing,Unprovoked
May,AUSTRALIA,,M,N,fishing,Unprovoked
May,USA,,,N,vessel related,
May,,,M,N,fishing,Unprovoked
May,USA,,M,N,other activity,
May,USA,47.0,M,N,surfing,Unprovoked
April,AUSTRALIA,25.0,M,N,fishing,Provoked
April,AUSTRALIA,,,N,other activity,Unprovoked
April,AUSTRALIA,20.0,M,N,fishing,Unprovoked
April,AUSTRALIA,40.0,M,N,surfing,Unprovoked
April,USA,70.0,F,N,Close to the water,Unprovoked
April,USA,52.0,M,,surfing,
April,USA,37.0,M,N,surfing,Unprovoked
April,USA,,F,N,other activity,Unprovoked
April,,,F,,swimming,
March,SOUTH AFRICA,32.0,M,N,surfing,Unprovoked
March,AUSTRALIA,,M,N,surfing,Unprovoked
March,,,M,N,surfing,Unprovoked
March,AUSTRALIA,26.0,M,Y,swimming,Unprovoked
March,USA,45.0,M,N,swimming,Provoked
March,SOUTH AFRICA,51.0,M,,other activity,
March,NEW ZEALAND,,M,N,fishing,Provoked
March,,,M,N,swimming,Unprovoked
February,AUSTRALIA,18.0,M,N,swimming,Unprovoked
February,USA,,M,N,fishing,Provoked
February,USA,,M,N,surfing,Unprovoked
February,USA,,M,N,fishing,Unprovoked
February,,12.0,M,N,surfing,Unprovoked
January,,19.0,M,N,swimming,Unprovoked
January,AUSTRALIA,,M,N,fishing,Provoked
January,AUSTRALIA,,,N,vessel related,Provoked
January,NEW ZEALAND,39.0,M,N,fishing,
December,,11.0,F,,other activity,
December,AUSTRALIA,18.0,M,Y,other activity,Unprovoked
December,AUSTRALIA,38.0,M,Y,fishing,Unprovoked
November,SOUTH AFRICA,20.0,M,N,surfing,Unprovoked
November,SOUTH AFRICA,16.0,M,N,other activity,Unprovoked
November,SOUTH AFRICA,77.0,F,Y,swimming,Unprovoked
November,USA,38.0,,N,surfing,Unprovoked
November,,,M,N,swimming,Unprovoked
November,,,,N,swimming,Unprovoked
October,,40.0,M,N,swimming,Unprovoked
October,NEW ZEALAND,,,,other activity,
October,SOUTH AFRICA,52.0,M,N,other activity,Unprovoked
October,AUSTRALIA,59.0,M,N,surfing,Unprovoked
October,USA,,M,N,surfing,Unprovoked
October,USA,34.0,M,N,fishing,Unprovoked
October,SOUTH AFRICA,34.0,M,N,surfing,Unprovoked
October,,15.0,M,N,surfing,Unprovoked
October,USA,16.0,M,N,surfing,Unprovoked
October,USA,40.0,M,N,surfing,Unprovoked
September,AUSTRALIA,,,N,fishing,
September,USA,26.0,M,N,surfing,Unprovoked
September,USA,,M,,fishing,
September,,,,Y,swimming,Unprovoked
September,USA,17.0,F,N,other activity,Unprovoked
August,USA,38.0,F,N,Close to the water,Unprovoked
August,,24.0,M,N,Close to the water,Unprovoked
August,USA,,M,N,surfing,Unprovoked
August,USA,50.0,M,Y,swimming,Unprovoked
August,USA,47.0,M,N,swimming,Unprovoked
August,AUSTRALIA,30.0,M,N,fishing,Unprovoked
August,SOUTH AFRICA,,,N,fishing,
July,USA,20.0,F,N,surfing,Unprovoked
July,,,M,N,swimming,Unprovoked
July,USA,28.0,F,N,surfing,Unprovoked
July,USA,13.0,F,N,swimming,Unprovoked
July,USA,19.0,F,N,swimming,Unprovoked
July,USA,11.0,M,N,fishing,Unprovoked
July,AUSTRALIA,,,N,fishing,
July,,51.0,M,N,fishing,Unprovoked
July,AUSTRALIA,30.0,M,Y,surfing,Unprovoked
July,,,F,N,swimming,Unprovoked
July,USA,7.0,M,N,Close to the water,Unprovoked
June,USA,45.0,M,N,surfing,Unprovoked
June,AUSTRALIA,,M,,fishing,
June,USA,,F,N,swimming,Unprovoked
June,AUSTRALIA,17.0,M,N,surfing,Unprovoked
June,USA,8.0,M,N,swimming,Unprovoked
June,SOUTH AFRICA,21.0,M,Y,swimming,Unprovoked
May,USA,16.0,M,N,Close to the water,Unprovoked
May,,17.0,M,N,swimming,Unprovoked
May,USA,44.0,M,N,surfing,Unprovoked
May,USA,9.0,M,N,swimming,Unprovoked
May,USA,9.0,M,,swimming,
May,USA,9.0,F,N,other activity,Unprovoked
May,,24.0,F,N,Close to the water,Unprovoked
May,,63.0,M,N,swimming,Provoked
May,USA,28.0,M,N,surfing,Unprovoked
May,,22.0,M,Y,swimming,Unprovoked
April,AUSTRALIA,,M,N,swimming,Unprovoked
April,NEW ZEALAND,,,N,fishing,
April,,,M,Y,fishing,Unprovoked
April,,,M,Y,fishing,
April,USA,57.0,M,Y,surfing,Unprovoked
April,SOUTH AFRICA,16.0,M,N,surfing,Unprovoked
April,USA,22.0,F,,surfing,
March,USA,26.0,M,N,other activity,Unprovoked
March,USA,20.0,M,N,surfing,Unprovoked
March,,22.0,M,N,surfing,Unprovoked
March,USA,,M,N,surfing,Unprovoked
March,,20.0,M,N,surfing,Unprovoked
March,USA,61.0,M,N,swimming,Unprovoked
March,USA,,F,N,swimming,Unprovoked
March,NEW ZEALAND,,M,N,fishing,Unprovoked
March,USA,51.0,M,N,surfing,Unprovoked
March,AUSTRALIA,47.0,M,N,fishing,Unprovoked
February,,29.0,M,Y,swimming,Unprovoked
February,NEW ZEALAND,15.0,M,N,surfing,Unprovoked
February,AUSTRALIA,,M,N,swimming,Unprovoked
February,AUSTRALIA,31.0,M,,swimming,
February,,,M,Y,swimming,Unprovoked
February,AUSTRALIA,22.0,M,N,swimming,Unprovoked
January,AUSTRALIA,46.0,M,N,swimming,Unprovoked
January,,21.0,M,N,surfing,Unprovoked
January,NEW ZEALAND,,M,,surfing,
January,,,M,N,swimming,Unprovoked
January,,40.0,M,N,fishing,Unprovoked
January,SOUTH AFRICA,,M,N,vessel related,
January,AUSTRALIA,,M,N,swimming,Unprovoked
January,SOUTH AFRICA,22.0,M,N,surfing,Unprovoked
January,NEW ZEALAND,,M,,fishing,
January,,,,Y,other activity,
,AUSTRALIA,,M,N,surfing,Unprovoked
December,SOUTH AFRICA,,,N,other activity,
December,USA,28.0,M,,swimming,
December,USA,13.0,M,N,swimming,Unprovoked
December,NEW ZEALAND,45.0,M,Y,swimming,Unprovoked
December,AUSTRALIA,36.0,M,N,surfing,Unprovoked
November,AUSTRALIA,,M,N,swimming,Unprovoked
November,AUSTRALIA,,M,N,swimming,Unprovoked
November,SOUTH AFRICA,21.0,M,Y,fishing,Unprovoked
November,USA,35.0,F,N,surfing,Unprovoked
November,,35.0,M,N,swimming,Unprovoked
November,USA,24.0,M,N,surfing,Unprovoked
November,,,M,N,swimming,Unprovoked
November,SOUTH AFRICA,,,N,vessel related,Unprovoked
November,AUSTRALIA,,M,N,Close to the water,Unprovoked
November,,,M,N,fishing,Provoked
October,USA,18.0,M,N,surfing,Unprovoked
October,AUSTRALIA,22.0,M,N,surfing,Unprovoked
October,USA,13.0,F,N,surfing,Unprovoked
October,USA,46.0,M,N,surfing,Unprovoked
October,USA,56.0,M,,swimming,
October,USA,19.0,M,N,surfing,Unprovoked
October,USA,,M,Y,swimming,
October,USA,,F,N,surfing,Unprovoked
October,USA,18.0,M,N,surfing,Unprovoked
October,USA,30.0,M,N,surfing,Provoked
October,USA,50.0,M,N,Close to the water,Unprovoked
October,USA,41.0,F,N,fishing,Unprovoked
September,,40.0,M,Y,Close to the water,Unprovoked
September,USA,16.0,M,N,surfing,Unprovoked
September,USA,21.0,M,N,surfing,Unprovoked
September,USA,19.0,M,N,surfing,Unprovoked
September,USA,17.0,M,N,surfing,Unprovoked
September,USA,30.0,M,N,surfing,Unprovoked
September,SOUTH AFRICA,31.0,,N,fishing,
September,USA,9.0,F,,swimming,
September,USA,18.0,M,N,surfing,Unprovoked
September,USA,15.0,M,N,Close to the water,Unprovoked
September,SOUTH AFRICA,19.0,M,Y,surfing,Unprovoked
September,USA,,M,N,fishing,Unprovoked
August,USA,,M,N,fishing,Provoked
August,USA,50.0,F,Y,swimming,Unprovoked
August,USA,31.0,M,,swimming,
August,SOUTH AFRICA,16.0,M,N,Close to the water,Unprovoked
July,AUSTRALIA,37.0,M,N,vessel related,Unprovoked
July,USA,18.0,M,N,surfing,Unprovoked
July,USA,15.0,F,N,Close to the water,Unprovoked
July,,58.0,M,N,fishing,Unprovoked
July,USA,10.0,M,N,Close to the water,Provoked
July,USA,21.0,M,N,surfing,Unprovoked
July,,39.0,M,N,fishing,Unprovoked
July,USA,,M,N,fishing,Unprovoked
July,,,M,N,fishing,Unprovoked
July,NEW ZEALAND,,M,N,swimming,Unprovoked
June,USA,17.0,M,N,surfing,Unprovoked
June,USA,15.0,M,N,surfing,Unprovoked
June,,,M,Y,other activity,Unprovoked
June,USA,12.0,F,N,Close to the water,Unprovoked
June,USA,60.0,M,N,swimming,Unprovoked
June,USA,51.0,M,N,swimming,Unprovoked
June,USA,33.0,M,N,surfing,Unprovoked
June,USA,15.0,,N,surfing,Unprovoked
June,USA,22.0,F,,swimming,
May,USA,18.0,M,N,surfing,Unprovoked
May,USA,22.0,M,N,Close to the water,Unprovoked
May,USA,20.0,M,N,swimming,Unprovoked
May,USA,34.0,M,N,surfing,Provoked
May,USA,9.0,F,N,Close to the water,Unprovoked
May,,,,N,other activity,Unprovoked
April,,,M,N,other activity,Provoked
April,,16.0,M,N,swimming,Unprovoked
April,,17.0,M,N,surfing,Unprovoked
April,,7.0,M,N,swimming,Unprovoked
April,USA,36.0,M,N,surfing,Unprovoked
April,USA,17.0,M,N,surfing,Unprovoked
April,USA,30.0,M,N,surfing,Unprovoked
April,USA,23.0,M,N,surfing,Unprovoked
April,USA,18.0,M,N,surfing,Unprovoked
April,USA,11.0,M,N,other activity,Unprovoked
April,USA,12.0,M,N,surfing,Unprovoked
April,USA,20.0,M,N,swimming,Unprovoked
April,,28.0,M,N,surfing,Unprovoked
April,USA,,M,N,surfing,Unprovoked
April,USA,50.0,M,N,surfing,Unprovoked
March,USA,,F,N,other activity,Provoked
February,NEW ZEALAND,44.0,M,N,swimming,Unprovoked
February,AUSTRALIA,37.0,M,N,Close to the water,Unprovoked
February,USA,54.0,M,N,swimming,Unprovoked
February,AUSTRALIA,24.0,M,N,swimming,Unprovoked
February,AUSTRALIA,84.0,M,Y,swimming,Unprovoked
January,SOUTH AFRICA,14.0,M,,other activity,
January,,,M,N,surfing,Unprovoked
January,AUSTRALIA,,F,N,surfing,Unprovoked
December,AUSTRALIA,18.0,F,N,swimming,Unprovoked
December,SOUTH AFRICA,25.0,M,N,swimming,Unprovoked
December,AUSTRALIA,26.0,M,N,swimming,Unprovoked
December,AUSTRALIA,11.0,M,,swimming,
December,AUSTRALIA,23.0,M,Y,swimming,Unprovoked
December,,19.0,M,Y,surfing,Unprovoked
November,,,M,N,swimming,Unprovoked
November,USA,48.0,M,N,surfing,Unprovoked
November,USA,34.0,F,N,swimming,Unprovoked
November,,41.0,F,N,swimming,Unprovoked
November,USA,21.0,M,N,surfing,Unprovoked
November,USA,16.0,M,N,surfing,Unprovoked
November,,52.0,M,N,fishing,Unprovoked
October,USA,60.0,F,N,swimming,Unprovoked
October,,36.0,M,Y,swimming,Unprovoked
October,USA,21.0,M,N,surfing,Unprovoked
October,USA,14.0,M,N,surfing,Unprovoked
October,USA,35.0,M,N,surfing,Unprovoked
October,USA,18.0,M,N,surfing,Unprovoked
September,USA,47.0,M,N,surfing,Unprovoked
September,USA,32.0,M,N,surfing,Unprovoked
September,USA,55.0,M,N,fishing,Unprovoked
September,USA,,M,N,fishing,Provoked
September,,,M,N,swimming,Provoked
September,USA,24.0,M,N,surfing,Unprovoked
September,USA,35.0,M,N,surfing,Unprovoked
September,,19.0,M,N,swimming,Unprovoked
September,USA,,,N,surfing,Unprovoked
September,SOUTH AFRICA,47.0,M,N,vessel related,Unprovoked
September,USA,20.0,M,N,surfing,Unprovoked
September,USA,36.0,M,N,Close to the water,Provoked
August,USA,16.0,M,N,surfing,Unprovoked
August,USA,29.0,F,N,swimming,Unprovoked
August,USA,27.0,M,N,surfing,Unprovoked
August,USA,15.0,M,N,surfing,Unprovoked
August,USA,15.0,M,N,Close to the water,Unprovoked
August,,30.0,M,N,swimming,Provoked
August,USA,14.0,M,N,Close to the water,Unprovoked
July,USA,13.0,M,N,surfing,Unprovoked
July,USA,15.0,F,N,swimming,Unprovoked
July,USA,19.0,M,N,surfing,Provoked
July,USA,41.0,M,Y,fishing,Provoked
July,,22.0,M,N,surfing,Unprovoked
July,USA,9.0,F,N,Close to the water,Unprovoked
June,AUSTRALIA,30.0,M,N,surfing,Unprovoked
June,USA,11.0,F,N,swimming,Unprovoked
June,,,,,other activity,
June,PAPUA NEW GUINEA,,,N,other activity,Unprovoked
June,PAPUA NEW GUINEA,,,Y,other activity,Unprovoked
June,USA,,,N,Close to the water,Unprovoked
June,USA,28.0,M,N,surfing,Unprovoked
June,USA,50.0,M,N,surfing,Unprovoked
June,USA,10.0,M,N,swimming,Unprovoked
June,SOUTH AFRICA,50.0,M,N,swimming,Unprovoked
May,USA,24.0,M,N,surfing,Unprovoked
May,USA,16.0,M,N,swimming,Unprovoked
May,USA,55.0,M,N,fishing,Provoked
May,USA,35.0,M,N,other activity,Unprovoked
May,,,M,N,surfing,Unprovoked
May,PAPUA NEW GUINEA,14.0,M,N,Close to the water,Unprovoked
May,USA,31.0,M,N,fishing,Unprovoked
May,,40.0,M,N,surfing,Unprovoked
May,AUSTRALIA,20.0,M,N,fishing,Provoked
April,AUSTRALIA,23.0,M,Y,swimming,Unprovoked
April,AUSTRALIA,52.0,M,,fishing,
April,USA,34.0,M,N,surfing,Unprovoked
April,USA,28.0,M,N,surfing,Unprovoked
April,AUSTRALIA,45.0,M,N,swimming,Unprovoked
April,,43.0,M,N,Close to the water,Unprovoked
April,USA,41.0,M,N,Close to the water,Unprovoked
April,USA,29.0,M,N,swimming,Unprovoked
March,USA,17.0,M,N,surfing,Unprovoked
March,USA,11.0,F,N,Close to the water,Unprovoked
March,,16.0,M,Y,swimming,Unprovoked
March,USA,20.0,M,N,swimming,Unprovoked
March,USA,39.0,M,N,swimming,Unprovoked
March,USA,31.0,M,N,surfing,Unprovoked
March,,44.0,M,,fishing,
February,,,M,Y,fishing,Unprovoked
February,AUSTRALIA,33.0,M,N,surfing,Unprovoked
February,,15.0,M,Y,other activity,Unprovoked
February,AUSTRALIA,35.0,M,N,vessel related,
January,AUSTRALIA,20.0,M,N,surfing,Unprovoked
January,AUSTRALIA,32.0,M,N,swimming,Unprovoked
January,SOUTH AFRICA,16.0,M,N,fishing,Unprovoked
January,,,,Y,swimming,Unprovoked
January,SOUTH AFRICA,26.0,M,N,vessel related,Unprovoked
January,USA,35.0,M,N,swimming,Unprovoked
December,AUSTRALIA,36.0,M,N,surfing,
November,AUSTRALIA,49.0,M,N,surfing,Unprovoked
November,USA,,,N,surfing,Unprovoked
November,AUSTRALIA,,M,,vessel related,
October,SOUTH AFRICA,,M,N,surfing,Unprovoked
October,AUSTRALIA,20.0,F,N,swimming,Unprovoked
September,,26.0,M,N,surfing,Unprovoked
September,AUSTRALIA,31.0,M,N,other activity,
September,USA,21.0,M,N,surfing,Provoked
September,USA,14.0,M,N,surfing,Unprovoked
September,USA,42.0,M,Y,swimming,
September,USA,,M,N,surfing,Unprovoked
September,USA,16.0,M,N,surfing,Unprovoked
September,,,M,N,swimming,Provoked
September,USA,44.0,M,N,fishing,Provoked
September,USA,13.0,M,N,Close to the water,Unprovoked
September,USA,,F,N,swimming,
September,USA,28.0,M,Y,swimming,Unprovoked
September,USA,23.0,F,N,swimming,Unprovoked
September,USA,20.0,M,N,Close to the water,Unprovoked
September,USA,10.0,M,Y,swimming,Unprovoked
August,,44.0,M,N,fishing,Unprovoked
August,USA,29.0,F,N,Close to the water,Unprovoked
August,USA,69.0,M,N,Close to the water,Unprovoked
August,USA,18.0,M,N,surfing,Unprovoked
August,USA,18.0,M,N,surfing,Unprovoked
August,USA,17.0,M,N,surfing,Unprovoked
August,USA,27.0,M,N,surfing,Unprovoked
August,USA,32.0,M,N,surfing,Unprovoked
August,USA,17.0,F,N,surfing,Unprovoked
August,USA,17.0,F,N,surfing,Unprovoked
August,USA,20.0,M,N,surfing,Unprovoked
August,USA,19.0,M,N,surfing,Unprovoked
August,USA,19.0,M,N,surfing,Unprovoked
August,,43.0,M,N,fishing,Unprovoked
August,,21.0,M,N,other activity,Unprovoked
August,USA,,F,N,other activity,Unprovoked
August,,36.0,M,N,swimming,Unprovoked
August,,,,N,fishing,
July,USA,,F,N,other activity,Unprovoked
July,USA,,M,N,other activity,Unprovoked
July,USA,,F,N,other activity,Unprovoked
July,USA,,,N,fishing,
July,USA,48.0,M,N,surfing,Unprovoked
July,USA,18.0,M,N,surfing,Unprovoked
July,,42.0,M,N,surfing,Unprovoked
July,USA,8.0,M,N,swimming,Unprovoked
July,USA,,,N,other activity,Unprovoked
July,USA,35.0,M,N,swimming,Unprovoked
June,USA,14.0,M,N,swimming,Unprovoked
June,USA,52.0,M,N,fishing,Provoked
June,AUSTRALIA,75.0,M,,other activity,
June,USA,29.0,F,N,Close to the water,Unprovoked
May,USA,16.0,M,N,other activity,Unprovoked
May,USA,11.0,M,N,swimming,Unprovoked
May,USA,,M,N,swimming,Unprovoked
May,,24.0,M,N,fishing,Provoked
May,,,M,,other activity,
May,SOUTH AFRICA,26.0,M,N,surfing,Unprovoked
May,AUSTRALIA,35.0,M,N,surfing,Unprovoked
May,USA,45.0,M,N,surfing,Unprovoked
May,,,M,Y,fishing,Unprovoked
April,USA,14.0,M,N,surfing,Unprovoked
April,USA,16.0,M,N,surfing,Unprovoked
April,USA,12.0,M,N,surfing,Unprovoked
April,USA,,M,N,other activity,Unprovoked
April,USA,38.0,M,N,surfing,Unprovoked
April,USA,21.0,M,N,surfing,Unprovoked
April,USA,12.0,M,N,surfing,Unprovoked
April,USA,22.0,M,N,surfing,Unprovoked
April,USA,19.0,M,N,surfing,Unprovoked
April,USA,22.0,M,N,surfing,Unprovoked
April,USA,,M,N,surfing,Unprovoked
April,USA,16.0,,N,surfing,Unprovoked
April,SOUTH AFRICA,46.0,M,N,surfing,Unprovoked
